Health Facility name,Facility Type,Ownership,ID,level,Region,Zone,Woreda,PHCU
Godber Health Post,Health Posts,Public,rYwAKtxanWI,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Dembecha PHCU
Leget Health Post,Health Posts,Public,fpPAlio7XQ6,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Dembecha PHCU
Sensen Health Post,Health Posts,Public,iYQ9M1n2pjt,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Dembecha PHCU
Shimina Abidender Health Post,Health Posts,Public,QfPODkbROS1,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Dembecha PHCU
Yemehel Health Post,Health Posts,Public,u1lcJIic8Qg,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Dembecha PHCU
Yetsed Health Post,Health Posts,Public,rW3D2eCOqCT,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Dembecha PHCU
Demeke Primary Clinic,Clinics,Private,gJhwPWbeARF,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Dr Aemero Medium Clinic,Clinics,Private,DwkegvB0Ogy,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Manaye Primary Clinic ,Clinics,Private,bv1wrLydOC1,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Mekuye Primary Clinic,Clinics,Private,YEtgD8Espk0,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Melaku Medium Clinic,Clinics,Private,YqNi02ZAuv8,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Mengesha Primary Clinic,Clinics,Private,DnKxkqQTO2C,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Sofonias Primary Clinic ,Clinics,Private,C42ut4UVFwO,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Tadesse Primary Clinic,Clinics,Private,Uc7FNo6X3nR,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Tefere Primary Clinic ,Clinics,Private,ozpTcbxNJfu,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Wad Health Center,Health Centers,Public,obeBybeiTsT,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Wad PHCU
Egziabher Ab Health Post,Health Posts,Public,FiKEZeNSRE7,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Wad PHCU
Jajrab Health Post,Health Posts,Public,VS4uwpTvZBG,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Wad PHCU
Wad Health Post,Health Posts,Public,er0416j26FA,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Wad PHCU
Yewereda Wejet Health Post,Health Posts,Public,Pv8W2BZi82x,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Wad PHCU
Wale Primary Clinic,Clinics,Private,UTRjpOzrttE,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Wudneh Medium Clinic,Clinics,Private,iFNY8iAAKCn,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Yechereka Health Center,Health Centers,Public,qP7LTlH6V1l,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yechereka PHCU
Angote Yedegera Health Post,Health Posts,Public,KDVtlouQ0PL,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yechereka PHCU
Enamora Health Post,Health Posts,Public,c0efi17rNAM,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yechereka PHCU
Sazuri Dimela Health Post,Health Posts,Public,UPEZvMqyXdQ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yechereka PHCU
Yesheboch Mekelamo Health Post,Health Posts,Public,hfpCsxja9pN,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yechereka PHCU
Yeshanwu  Primary Clinic,Clinics,Private,GnkYMFLipGA,5,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,
Yezeleka Health Center,Health Centers,Public,cDjto4lvjZ9,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yezeleka PHCU
Adis Zemen Health Post,Health Posts,Public,Hq9swtiweix,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yezeleka PHCU
Astiebogy Health Post,Health Posts,Public,fgphIByr1aJ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yezeleka PHCU
Enewend Health Post,Health Posts,Public,LgApMWBFpVb,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yezeleka PHCU
Gedeb Health Post,Health Posts,Public,q3Vw6Z5iFBA,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yezeleka PHCU
Kendamo Health Post,Health Posts,Public,Yipm9qH2lTS,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yezeleka PHCU
Mekar Health Post,Health Posts,Public,QeUBhruMleb,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yezeleka PHCU
Yezeleka Health Post,Health Posts,Public,vAgmnRkcuhO,6,Amhara Regional Health Bureau,West Gojjam ZHD,Dembecha WorHO,Yezeleka PHCU
Feresbet Primary Hospital,Hospitals,Public,YD1AmLWRxS1,4,Amhara Regional Health Bureau,West Gojjam ZHD,Feresbet Primary Hospital,
Finote Selam General Hospital,Hospitals,Public,jwIqHZk4yAl,4,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam General Hospital,
Abebe Medium Clinic,Clinics,Private,uNQen5AdJOD,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Adis Finot Speciality Clinic,Clinics,Private,xS04YzRNdAo,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Admase Primary Clinic,Clinics,Private,lgRWwiyjKcO,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Andnet Medium Clinic,Clinics,Private,BG63h1RqfJT,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Assefa Medium Clinic,Clinics,Private,h62VOkN7WHt,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Ayalew  Medium Clinic,Clinics,Private,WHqGwGFvVgb,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Bernesh Medium Clinic,Clinics,Private,LeT9gcBu2yf,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Damote Care Medium Clinic,Clinics,Private,ARyjldzZcfG,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Dilnesa Medium Clinic,Clinics,Private,t3AZWSg2GYl,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Doctor Melaku Medium Clinic,Clinics,Private,LBMXDQCxVwg,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Dondore Medium Clinic,Clinics,Private,tHF3sUaLxE1,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Dr. Assefa Medium Clinic,Clinics,Private,mPDTsGU371X,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Dr. Kindalem Dental Speciality Clinic,Clinics,Private,KeVK0fkrVY2,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Finote Selam Health Center,Health Centers,Public,S3RVTwdnkej,6,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,Finote Selam PHCU
Bakel Abater Health Post,Health Posts,Public,J6shKUeXNuD,6,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,Finote Selam PHCU
Shembekuma health post,Health Posts,Public,A2IhFE46ZYj,6,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,Finote Selam PHCU
Keste Demena Medium Clinic,Clinics,Private,cR59nG9TVTP,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Kidus Yared Medium Clinic,Clinics,Private,SN5EzwT6E9J,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Maekelegion Medium Clinic,Clinics,Private,kf3iuVAQFuD,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Maremia Bet Clinic,Clinics,Private,anHxLR6buB0,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Raguel Medium Clinic,Clinics,Private,FAhiYzpfhLA,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Webetu Primary Clinic,Clinics,Private,th7hwS047B3,5,Amhara Regional Health Bureau,West Gojjam ZHD,Finote Selam THO,
Abebe Primary Clinic,Clinics,Private,G5D9c1lqAfn,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Agummamit Health Center,Health Centers,Public,JniVYmIXSE1,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Agummamit PHCU
Agummamit Health Post,Health Posts,Public,aIA83O5wcpM,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Agummamit PHCU
Guay Health Post,Health Posts,Public,pBreiNa8LfB,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Agummamit PHCU
Zaba Health Post,Health Posts,Public,u5yDOCTeRxc,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Agummamit PHCU
Amare Primary Clinic,Clinics,Private,zNvuRahE492,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Asawa Health Center,Health Centers,Public,yYP53YeH2jt,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Asawa PHCU
Dumri Health Post,Health Posts,Public,vMUSFPauGSC,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Asawa PHCU
Segodit Health Post,Health Posts,Public,wAGbFHc4E8R,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Asawa PHCU
Awoke Primary Clinic,Clinics,Private,OdTuYs9Vhll,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Awunt Health Center,Health Centers,Public,iQDLODO3RaZ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Awunt PHCU
Arbaytitu Health Post,Health Posts,Public,YTWIYxKXEus,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Awunt PHCU
Awunt Health Post,Health Posts,Public,HLaM0eM1i0j,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Awunt PHCU
Jimat Health Post,Health Posts,Public,znMS575VqhA,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Awunt PHCU
Belete Primary Clinic,Clinics,Private,bLfZi8URcqk,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Bewukete Medium Clinic,Clinics,Private,acP1b3Bj0cJ,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Birr Eresha Lemat Primary Clinic,Clinics,Private,MpzeDfKrQFU,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Delnesa Primery Clinic,Clinics,Private,g0CJaP5151c,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Doctor  Birhanu Medium Clinic,Clinics,Private,V63GKJ3kRbG,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Esay Medium Clinic,Clinics,Private,ZwHm3l9QwRj,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Fetegem Health Center,Health Centers,Public,kRLLwmOGmca,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Fetegem PHCU
Feregem Digt Health Post,Health Posts,Public,Y4cQXFe9vnJ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Fetegem PHCU
Hodansh Health Post,Health Posts,Public,uy06SpV1E01,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Fetegem PHCU
Yesheret Health Post,Health Posts,Public,HRcZM3RJLpa,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Fetegem PHCU
Gebayaw Primary Clinic,Clinics,Private,xg5cejHYg6V,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Hodash  PrimaryClinic,Clinics,Private,XekkXowwb3f,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Jiga Health Center,Health Centers,Public,FrlRMPni2DQ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Jiga PHCU
Berkegn Health Post,Health Posts,Public,BXOxH7SQhG6,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Jiga PHCU
Mender Health Post,Health Posts,Public,L56Y4Xa0mEZ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Jiga PHCU
Mircha Health Post,Health Posts,Public,p6YN5HUaF9R,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Jiga PHCU
Wongey Health Post,Health Posts,Public,tf7dXUySFIJ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Jiga PHCU
Yelmdar Health Post,Health Posts,Public,grUlwqeaRwX,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Jiga PHCU
Kibur Primary Clinic,Clinics,Private,fmrN5kZfLlk,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Kibur Primary Clinic,Clinics,Private,Vvjp3MSeePN,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Kidanmihiret Medium Clinic,Clinics,Private,rKmfQH8IixJ,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Kidanmihiret Medium Clinic,Clinics,Private,igyETbMtGbi,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Kuni Health Center,Health Centers,Public,OoWQRyWH9dL,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Kuni PHCU
Agibi Health Post,Health Posts,Public,Pv4Cy3lEFu9,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Kuni PHCU
Kuni Health Post,Health Posts,Public,FADMHVaebc8,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Kuni PHCU
Mebesh Health Post,Health Posts,Public,seGBQiMZ1xa,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Kuni PHCU
Maksegnin Health Center,Health Centers,Public,bVxCm5ToLMl,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Maksegnin PHCU
Amestegna Health Post,Health Posts,Public,ZcZuhS1no0V,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Maksegnin PHCU
Arbuash Health Post,Health Posts,Public,v2XZFuymhBK,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Maksegnin PHCU
Azemer Health Post,Health Posts,Public,TncWfOsia7e,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Maksegnin PHCU
Denegera Health post ,Health Posts,Public,kqdbYgRjN2M,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Maksegnin PHCU
Zengebal Health Post,Health Posts,Public,gYse6eTxF6p,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Maksegnin PHCU
Malan Health Center,Health Centers,Public,y7dGM4m5UmV,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Malan PHCU
Atate Health Post,Health Posts,Public,Uq1FPHkPqg6,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Malan PHCU
Malan Health Post,Health Posts,Public,dYwzLRKz4WL,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Malan PHCU
Mankusa Health Center,Health Centers,Public,lyZVJRcmbTI,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Mankusa PHCU
Abasem Health Post,Health Posts,Public,m5iAnsfSFaw,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Mankusa PHCU
Abdegoma Health Post,Health Posts,Public,ead8nN0KAFq,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Mankusa PHCU
Goref Kuawncha Health Post,Health Posts,Public,R6NYjqXiPEJ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Mankusa PHCU
Mana Health Post,Health Posts,Public,TYhKntjPJ6k,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Mankusa PHCU
Woga Health Post,Health Posts,Public,jsSAGdHSLyS,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Mankusa PHCU
Mesert Primary Clinic,Clinics,Private,PRrXOfXNkjq,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Mesert Primary Clinic,Clinics,Private,Qj50GMW5zfd,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Nebeyu Primary Clinic,Clinics,Private,MgVhvTpvR4S,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Nebeyu Primary Clinic,Clinics,Private,uF9IRwhIDWY,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Tach Birr Clinic,Clinics,Private,Lsc6u3OqgUo,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Tadele shita Primary Clinic,Clinics,Private,WLbFcMluU0H,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Tadele shita Primary Clinic,Clinics,Private,B7j5LbwOALg,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Woynma Health Center,Health Centers,Public,R3UZrLw9ZGh,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Woynma PHCU
Ergebe Health Post,Health Posts,Public,PpwNIezrTvO,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Woynma PHCU
Ferate Health Post,Health Posts,Public,k282q0itqzt,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Woynma PHCU
Woynma Health Post,Health Posts,Public,NYjDqhWz9fA,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Woynma PHCU
Yemalog Primery Clinic,Clinics,Private,cq2jePGpli7,5,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,
Yeraber Health Center,Health Centers,Public,M58Ghw39ZJl,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Yeraber PHCU
Goshefege Health Post,Health Posts,Public,G4lh67JZwxb,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Yeraber PHCU
Radose Health Post,Health Posts,Public,gcuxN9RSQ0M,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Yeraber PHCU
Shemebed Health Post,Health Posts,Public,I2Y1dUzNKQI,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Yeraber PHCU
Yeraber Health Post,Health Posts,Public,l5VRGQ1w6IW,6,Amhara Regional Health Bureau,West Gojjam ZHD,Jabi Tehnan WorHO,Yeraber PHCU
 Bechilot Melestegna Clinic,Clinics,Private,w0TnDycleKq,5,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,
Arb Gebia Health Center,Health Centers,Public,qqiLqKpwoGz,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Arb Gebia PHCU
Chefakit Health Post,Health Posts,Public,i7CMlYnaaA4,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Arb Gebia PHCU
Endrias Health Post,Health Posts,Public,G5Ldu0N1pZ5,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Arb Gebia PHCU
Fengeta Health Post,Health Posts,Public,p2YtKNQhPqR,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Arb Gebia PHCU
Shat Health Post,Health Posts,Public,RdbYHdswJfI,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Arb Gebia PHCU
Zambit Health Post,Health Posts,Public,ipc30m8hlkG,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Arb Gebia PHCU
Ashety Leba Gedel Health Center,Health Centers,Public,YocvM1Pg5E1,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU
Ashety Leba Gedel Health Post,Health Posts,Public,g1RzXn5UElF,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU
Ashety Talia Health Post,Health Posts,Public,SdXyg6P8EIJ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU
Diguna Guancha Health Post,Health Posts,Public,QRG7oSIg7al,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU
Diguna Lamgie Health Post,Health Posts,Public,CZTtLi4F9oi,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU
Kibeb Health Post,Health Posts,Public,dlkoFEENy6j,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU
Megdom Health Post,Health Posts,Public,aJvSdduxGSp,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ashety Leba Gedel PHCU
Ber Michael Health Center,Health Centers,Public,ehJefreyyeZ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ber Michael PHCU
Bermichael Health Post,Health Posts,Public,AICCyD2MFvA,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ber Michael PHCU
Boenku Health Post,Health Posts,Public,DFW7quXR1X1,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ber Michael PHCU
Dewaro Sifatira Health Post,Health Posts,Public,y4hXRalCZ0K,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Ber Michael PHCU
Bezahiwot Melestegna Clinic,Clinics,Private,mrTbepgaiQQ,5,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,
Biradama Melestegna Clinic,Clinics,Private,TFrsNzMYPau,5,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,
Gent Abo Health Center,Health Centers,Public,xFPNG7q5eoh,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Gent Abo PHCU
Butila Health Post,Health Posts,Public,FnNipdraE77,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Gent Abo PHCU
Genet Dilandie Health Post,Health Posts,Public,d7weBf3nqhe,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Gent Abo PHCU
Girarma Health Post,Health Posts,Public,BJjoI6cB5cK,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Gent Abo PHCU
Maya Health Post,Health Posts,Public,EHnsN1HHwuC,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Gent Abo PHCU
Semogne Health Post,Health Posts,Public,h6gXc1w2lhj,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Gent Abo PHCU
Zagie Health Post,Health Posts,Public,k2PhLWWzAzy,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Gent Abo PHCU
Melak Primary Clinic,Clinics,Private,oWDbYCOlrud,5,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,
Mengstie Metasebiya Clinic,Clinics,Private,ejWnjHulwve,5,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,
Quarit Health Center,Health Centers,Public,XctJMnFA6HG,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Quarit PHCU
Biterfo Health Post,Health Posts,Public,F0zeSCUuYJD,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Quarit PHCU
Dingiatsiwon Health Post,Health Posts,Public,RdCb8Jr8vR9,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Quarit PHCU
Enagia Health Post,Health Posts,Public,S8yP1QFckJ9,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Quarit PHCU
Gebzemariam Geter Health Post,Health Posts,Public,xNVbiwwC6jr,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Quarit PHCU
Hareg Health Post,Health Posts,Public,zrcYpcK33yF,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Quarit PHCU
Misrcha Health Post,Health Posts,Public,tMP7Kx1njN5,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Quarit PHCU
Quarit Enclala Health Post,Health Posts,Public,mN1aLMLwYNk,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Quarit PHCU
Quarit Eyesus Health Post,Health Posts,Public,wz3Xd8Ozq3Q,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Quarit PHCU
Tilahun Melestgna Clinic,Clinics,Private,kG50jHKUt2J,5,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,
Wosen Primary Clinic,Clinics,Private,f2VvDQ6CekY,5,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,
Woy Beyign Health Center,Health Centers,Public,NpR4PQXraAW,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Woy Beyign PHCU
Ayen Yiberit Health Post,Health Posts,Public,sBfHqFdtmqJ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Woy Beyign PHCU
Borez Health Post,Health Posts,Public,KIqnXYj8ahJ,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Woy Beyign PHCU
Gomit Health Post,Health Posts,Public,EFoj4iq4Ykp,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Woy Beyign PHCU
Woybeyign Health Post,Health Posts,Public,hmJHyW1YdJ0,6,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,Woy Beyign PHCU
Zinash Melestgna Clinic,Clinics,Private,RUGLjft9EW4,5,Amhara Regional Health Bureau,West Gojjam ZHD,Quarit WorHO,
Abiyot Chora Health Center,Health Centers,Public,mhoQU76Qs2H,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Abiyot Chora PHCU
Abiyot Chora Health Post,Health Posts,Public,Xg88uUOKrJ1,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Abiyot Chora PHCU
Gind Atemem Health Post,Health Posts,Public,ULPvClSDtCy,6,Amhara Regional Health Bureau,West Gojjam ZHD,Sekela WorHO,Abiyot Chora PHCU
