hf_id,hf_name,hf_type,ownership,level,region,zone,woreda,phcu
gD6ZW7iFrSW,Tenna Lehulum Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,kallu WorHO,
iiGduyvrhp5,Zakir Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,kallu WorHO,
SPWGaVbAgNI,Kelela Primary Hospital,Hospitals,Public,4,Amhara Regional Health Bureau,South Wollo ZHD,Kelela Primary Hospital,
bDOV0GrJkH3,Abdu No. 1 Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,
vaTTARFoE43,Abdu No. 2 Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,
Gi4dFFZUbXa,Abetwuha Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Abetwuha PHCU
ucSvbsE4J8W,Abet Wuha Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Abetwuha PHCU
BtpsI8Gnlxf,Addis Amba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Abetwuha PHCU
j9KDvnLAbUd,Endoge Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Abetwuha PHCU
irFAg3essqU,Tirantir Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Abetwuha PHCU
PTrVcQT3QDb,Assefa Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,
wJZESQtJSyR,Beyene Medium Cinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,
eed9vNXkq9H,Deger Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Deger PHCU
nPirLbd4cJW,Anarat Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Deger PHCU
G43R4Pg56VK,Bakelo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Deger PHCU
TOJ2l7RCmii,Deger Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Deger PHCU
l6Iw7GNNAhi,Endris Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,
iPmjMcvhGjy,Goshu Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,
oHcLOCgE4MI,Kelela Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Kelela PHCU
SrLxoCs0z9U,Aleltu Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Kelela PHCU
oeCIjsQ2bBi,Endode Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Kelela PHCU
hLCq6wH3otv,Jejebanalicho Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Kelela PHCU
KKzkoqi2K8Y,Keyamarie Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Kelela PHCU
bAjRaZme9PE,Senbo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Kelela PHCU
mMFUg16gBoj,Walida Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Kelela PHCU
dUV5LC99XMy,Yimeri Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Kelela PHCU
tlFIz0euj7F,Liguama Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Liguama PHCU
Bt6TCOg35sX,Gumuro Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Liguama PHCU
Xgme34VOYoN,Guyema Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Liguama PHCU
nFi5WjzOfHP,Martikos Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Liguama PHCU
dYLUDrhVUSn,Wedegutu Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Liguama PHCU
bQfNL8Lp1wn,Minaya Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Minaya PHCU
zlU5CAsNw0U,Esola Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Minaya PHCU
GgebkCnvPOR,Minaya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Minaya PHCU
nrHRYKltNbL,Misaye Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,
mVFDBGMX2uP,Mukechi Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Mukechi PHCU
GXOzq8HWgdR,Kobi Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Mukechi PHCU
K36FxPTVKEU,Mukech Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Mukechi PHCU
fARgGYHH1cL,Workinaberi Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Mukechi PHCU
fejDOmrpxGJ,Nuru Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,
mj2u3Ld1jEd,Seada Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,
UzmfRYRrID3,Teltele Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Teltele PHCU
w8yOa0oMGnR,Gor Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Teltele PHCU
YIrhRmZ7Sex,Teltele Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Teltele PHCU
jP4gIvUe4kX,Tibebu Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,
ARXZbKv9UiX,Tirtira Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Tirtira PHCU
jRTe6a73A7L,Baket Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Tirtira PHCU
Quu1x7ijSuz,Degorach Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Tirtira PHCU
a3eXguK1OFB,Shafi Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Tirtira PHCU
IYW9XrBwl8V,Tirtira Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Tirtira PHCU
rbCon3vaDTe,Tuliya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Tirtira PHCU
ufS2FWxUOGS,Warjana Bereda Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Warjana Bereda PHCU
HUasrl4t614,Bereda Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Warjana Bereda PHCU
SmgGi7Hyd5R,Shinet Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Warjana Bereda PHCU
rQEi5exvQ9K,Warja Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kelela WorHO,Warjana Bereda PHCU
KBiAe1ekUiq,Endris Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,
zfJo7Ms1cr0,Goromendera Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Goromendera PHCU
mSLNdyPIglt,Dire Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Goromendera PHCU
WVYjLbBbz96,Goromendera Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Goromendera PHCU
vgMiy0MLZLy,Lwcho Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Goromendera PHCU
gPpnUZ9nPu9,Kolagerado Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kolagerado PHCU
BOgY6DIr4a4,Esmano Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kolagerado PHCU
i41HVmrrOAO,Mesno Shola Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kolagerado PHCU
McbIJRybURT,Mume Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kolagerado PHCU
z4s0pOr8Tj9,Sigon Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kolagerado PHCU
OfWbqRaLVIN,Kundi Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kundi PHCU
PdyTJlXwYbr,Ambagebi Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kundi PHCU
DMID5RFwore,Ashchabo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kundi PHCU
I53cacsp9nD,Kundi Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kundi PHCU
ORhs8K2cWHM,Manosh Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kundi PHCU
J4d5NJBZGio,Wogela Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kundi PHCU
UogAYRNB1Yy,Kutaber Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kutaber PHCU
Bab8APEb4sC,Abaselama Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kutaber PHCU
lssXDoSEOP6,Alansha Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kutaber PHCU
fEI8GXcmMvZ,Barkana Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kutaber PHCU
quHZyRAvHUG,Beshilo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kutaber PHCU
NAQAaxxty7T,Doshign Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kutaber PHCU
W9yobkUQgx8,Elsa Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kutaber PHCU
pw8aWcX8JrG,Haroye Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Kutaber PHCU
oKNJN25BvNV,Ligot Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Ligot PHCU
w2gINwdGmfm,Ades Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Ligot PHCU
gmItta6WM1Q,Arses Amba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Ligot PHCU
UlySqYrWgl4,Menatash Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Ligot PHCU
WcFml2LAg7b,Tikana Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,Ligot PHCU
HIDd9fGIqC5,Mohammed Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,
FmJEtmolwXM,Zewge Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Kutaber WorHO,
awiBVrtWH0V,Alazar Junior Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,
RekwyH4FFEo,Aselel Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Aselel PHCU
PxoUfLLjgWV,Aselel Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Aselel PHCU
nvJtDdhcKDZ,Ayt Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Aselel PHCU
mIm1hGqwUJp,Birbrtie Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Aselel PHCU
a1sBbd7VGQ1,Telanta  Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Aselel PHCU
u8pRMJKZdZ4,Wushat Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Aselel PHCU
NgxbGtUIorK,Awol Sheihmuhie Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,
HnYA1BgNlJx,Mohammad Sied Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,
cPfDP9pXgSk,seid Getachew Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,
OqsLK1v0tAy,Shikf Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Shikf PHCU
PjpDe0m8jLm,Denbeya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Shikf PHCU
AAgDHofybP1,Kire gebeya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Shikf PHCU
wmOhttIB5xv,Shikf Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Shikf PHCU
aPZbN8aDVSG,Weyenamba Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Woin Amba PHCU
m1IXR7vO8d4,Awatel Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Woin Amba PHCU
J3qJ4crPP15,Kachelat Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Woin Amba PHCU
uwmvgolZIEK,Majete Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Woin Amba PHCU
fbfGcHRj0xz,Seragedel Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Woin Amba PHCU
wx1SpjDXruT,Zena Amba Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Zena Amba PHCU
TKwxCUDJUHn,Sedere Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Zena Amba PHCU
mKaiK1uutHw,Siba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Zena Amba PHCU
Y7Yi0YOXWhe,Zena Amba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legahida WorHO,Zena Amba PHCU
bdWge65jsSB,Abubeker Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
IwKNNr80WAz,Abushi medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
cyGkmGocjIq,ADISU GETAHUN YESUFE PRIMARY CLINIC,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
NyURIIIbHXF,AHMDE SEID,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
ITFdxe8DOzn,Akesita Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Akesita PHCU
OzQqdvhzZt1,Golehito Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Akesita PHCU
kTUOIL5YRqx,Kindo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Akesita PHCU
mcdq0RPWlAy,TachiAksta Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Akesita PHCU
AcJ5QvT79kI,Welelet Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Akesita PHCU
IwwY4GvO5aK,Yichaya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Akesita PHCU
KrHLMGrwS0Y,Arebu Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
ayXytVXgZpF,Buabuata Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Buabuata PHCU
qakZEpD3GP1,Buabuata Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Buabuata PHCU
QghmSkGAr7B,Mosebit Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Buabuata PHCU
mdvU2IPjSKz,Buso Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Buso PHCU
gtkf5pod1MN,Aseliamba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Buso PHCU
DYFMhQ4l6x5,Buso Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Buso PHCU
zE96lIZPnXe,Gedera Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Buso PHCU
Bj3BY4vVgqE,Yetnora Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Buso PHCU
CezSvgJxSuc,Dereba Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Dereba PHCU
TUfdOef1r6z,Delel Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Dereba PHCU
K2Bi1Ncpt3C,Dereba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Dereba PHCU
cW5s70hICz2,Ticncha Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Dereba PHCU
oCAit1pWeNo,Endris Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
NGn0IhdevhT,Fita Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Fita PHCU
z0WA7m2FObQ,Fesho Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Fita PHCU
Kn1oevLedRS,Fita Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Fita PHCU
BLbSKKHYzH7,Keymebrat Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Fita PHCU
of0e5MtQhEY,Werento Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Fita PHCU
PKf1PvGShsL,Genete Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Genete PHCU
KZEMLkQVCSJ,Biyo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Genete PHCU
kgvGBPPKpf3,Hitetra Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Genete PHCU
PRVlMashcKG,Hudad Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Genete PHCU
F3kojaSQduq,Jingo Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Genete PHCU
xvMX4oapUpG,Geremew Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
AOUUv078wNs,Gezahgn Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
BdVpt7Evc0G,Gimeba Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Gimeba PHCU
pQUml7dqHuH,Bukas Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Gimeba PHCU
WvVYcLK1rDc,Dejimachi Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Gimeba PHCU
qY2Fizr7R02,Merkemercha Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Gimeba PHCU
ZLv10psg4rF,Sadakorkor Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Gimeba PHCU
yQFhjlHys9d,Segno Gebeya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Gimeba PHCU
qPTofd8eJoH,tsigereda Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Gimeba PHCU
xOdemXnbYJN,Hassen Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
QNKVIFVCtUO,Hayat  Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
BlvgyaDJj97,Hussen Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
fPAK2QKUOtP,Jemal Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
mOAV58qytMu,Mekdela Amba Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
MH1WhRHafmF,Mohammed Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
OPvGUjAQnKA,Sisay Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
IXAXExz8zR7,Solomon Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
tOyqQvSspf9,Temir Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
ubrOOwzRqit,Tikise Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tikise PHCU
Xg83H48P6fW,Ambela Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tikise PHCU
pwSXOn6qf8y,Gerezawya Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tikise PHCU
qnzBAnz9Ilj,Kechember Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tikise PHCU
a7TPSSf8oxF,Kore Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tikise PHCU
UGyTTntSthh,Tikise Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tikise PHCU
mZ2yg5cBhfr,yilada Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tikise PHCU
pTZY9UEs5od,Tuluaweliya Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tuluaweliya PHCU
PvStVs9LLqO,Chiro Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tuluaweliya PHCU
AGedt2hXHY3,Dembesh Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tuluaweliya PHCU
PtNPcddu5jb,Temu Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,Tuluaweliya PHCU
GVRw3KCDSQK,Tuluawuliya Medium Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
rc7xIgmYYK9,Wollo Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Legambo WorHO,
tOc0D59zYyL,Aheye Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Aheye PHCU
TEYv3GRWpCr,Aheye Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Aheye PHCU
SPqgzXEEvPl,Bacheta Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Aheye PHCU
xSTkR1lovPW,Atirons Mariyam Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Atirons Mariyam PHCU
q2OE6qb3yzf,Atrons Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Atirons Mariyam PHCU
tTxvfGOdh7R,Dinamba Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Atirons Mariyam PHCU
yVRS7JY1x5j,Dawit Kassa Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,
S1E5NHNxS07,Defaru Aragaw Primary Clinic,Clinics,Private,5,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,
bEeo8hhIMOn,Denisa Health Center,Health Centers,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Denisa PHCU
VG0ceGBsyKH,Alegeta Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Denisa PHCU
qdZAAgIRKBu,Derew Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Denisa PHCU
fdyPv4T2Cnh,Gert Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Denisa PHCU
BqJgyoC3kGk,Gole Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Denisa PHCU
QH2WEeoWo7X,Lengwate Health Post,Health Posts,Public,6,Amhara Regional Health Bureau,South Wollo ZHD,Mehal Saint WorHO,Denisa PHCU
